product_id,product_name,date,inventory_level,orders,lead_time_days
SKU862,Widget B,2024-08-03,79,15,6
SKU403,Widget B,2024-08-02,185,9,9
SKU295,Widget B,2024-08-01,81,16,6
SKU653,Widget B,2024-07-31,96,6,9
SKU233,Widget B,2024-07-30,184,9,9
SKU253,Widget B,2024-07-29,128,18,4
SKU275,Widget B,2024-07-28,168,14,3
SKU543,Widget B,2024-07-27,84,21,9
SKU520,Widget B,2024-07-26,168,22,6
SKU171,Widget B,2024-07-25,89,10,7
SKU657,Widget B,2024-07-24,171,14,3
SKU127,Widget B,2024-07-23,58,20,4
SKU691,Widget B,2024-07-22,119,17,8
SKU443,Widget B,2024-07-21,173,6,3
SKU205,Widget B,2024-07-20,122,24,7
SKU385,Widget B,2024-07-19,91,10,5
SKU487,Widget B,2024-07-18,186,7,9
SKU471,Widget B,2024-07-17,193,8,9
SKU971,Widget B,2024-07-16,144,20,9
SKU564,Widget B,2024-07-15,194,22,8
SKU470,Widget B,2024-07-14,178,24,4
SKU851,Widget B,2024-07-13,64,16,6
SKU201,Widget B,2024-07-12,114,21,7
SKU810,Widget B,2024-07-11,106,22,8
SKU989,Widget B,2024-07-10,179,20,3
SKU146,Widget B,2024-07-09,74,15,10
SKU127,Widget B,2024-07-08,117,25,5
SKU510,Widget B,2024-07-07,126,21,5
SKU776,Widget B,2024-07-06,186,20,8
SKU901,Widget B,2024-07-05,195,15,5
SKU891,Widget B,2024-07-04,160,18,4
SKU903,Widget B,2024-07-03,169,17,3
SKU438,Widget B,2024-07-02,176,12,4
SKU892,Widget B,2024-07-01,145,11,5
SKU277,Widget B,2024-06-30,124,19,8
SKU291,Widget B,2024-06-29,184,10,10
SKU450,Widget B,2024-06-28,109,14,5
SKU217,Widget B,2024-06-27,174,18,9
SKU417,Widget B,2024-06-26,146,12,7
SKU410,Widget B,2024-06-25,169,15,4
SKU212,Widget B,2024-06-24,63,14,3
SKU721,Widget B,2024-06-23,71,22,10
SKU141,Widget B,2024-06-22,170,23,7
SKU376,Widget B,2024-06-21,61,21,6
SKU496,Widget B,2024-06-20,130,20,8
SKU496,Widget B,2024-06-19,102,10,7
SKU754,Widget B,2024-06-18,197,22,9
SKU745,Widget B,2024-06-17,171,21,8
SKU280,Widget B,2024-06-16,115,23,8
SKU405,Widget B,2024-06-15,75,10,3
SKU177,Widget B,2024-06-14,198,18,10
SKU417,Widget B,2024-06-13,57,5,9
SKU504,Widget B,2024-06-12,138,21,4
SKU999,Widget B,2024-06-11,131,22,4
SKU993,Widget B,2024-06-10,146,7,9
SKU731,Widget B,2024-06-09,105,16,10
SKU366,Widget B,2024-06-08,157,23,10
SKU294,Widget B,2024-06-07,67,25,9
SKU602,Widget B,2024-06-06,101,7,8
SKU476,Widget B,2024-06-05,110,13,7
SKU480,Widget B,2024-06-04,90,11,7
SKU891,Widget B,2024-06-03,185,24,3
SKU374,Widget B,2024-06-02,153,20,8
SKU608,Widget B,2024-06-01,180,6,10
SKU917,Widget B,2024-05-31,83,23,7
SKU531,Widget B,2024-05-30,137,18,9
SKU319,Widget B,2024-05-29,113,5,8
SKU675,Widget B,2024-05-28,143,24,8
SKU727,Widget B,2024-05-27,59,6,8
SKU161,Widget B,2024-05-26,68,22,4
SKU390,Widget B,2024-05-25,199,11,9
SKU113,Widget B,2024-05-24,83,21,5
SKU825,Widget B,2024-05-23,105,18,10
SKU102,Widget B,2024-05-22,164,23,3
SKU176,Widget B,2024-05-21,100,11,10
SKU514,Widget B,2024-05-20,177,24,4
SKU827,Widget B,2024-05-19,83,20,9
SKU825,Widget B,2024-05-18,123,20,6
SKU872,Widget B,2024-05-17,182,8,6
SKU804,Widget B,2024-05-16,61,7,5
SKU265,Widget B,2024-05-15,73,11,6
SKU817,Widget B,2024-05-14,108,12,9
SKU929,Widget B,2024-05-13,143,20,4
SKU541,Widget B,2024-05-12,178,24,5
SKU388,Widget B,2024-05-11,146,7,6
SKU454,Widget B,2024-05-10,81,25,7
SKU582,Widget B,2024-05-09,87,20,8
SKU602,Widget B,2024-05-08,104,14,9
SKU177,Widget B,2024-05-07,77,21,5
SKU230,Widget B,2024-05-06,63,9,6
SKU617,Widget B,2024-05-05,138,8,3
SKU723,Widget B,2024-05-04,98,19,5
SKU377,Widget B,2024-05-03,66,16,8
SKU695,Widget B,2024-05-02,109,7,7
SKU959,Widget B,2024-05-01,146,20,9
SKU506,Widget B,2024-04-30,165,5,8
SKU961,Widget B,2024-04-29,186,12,6
SKU674,Widget B,2024-04-28,137,18,8
SKU915,Widget B,2024-04-27,174,11,9
SKU536,Widget B,2024-04-26,120,9,7
SKU105,Widget B,2024-04-25,79,15,9
SKU607,Widget B,2024-04-24,60,24,9
SKU236,Widget B,2024-04-23,128,18,8
SKU436,Widget B,2024-04-22,56,16,6
SKU968,Widget B,2024-04-21,59,23,9
SKU148,Widget B,2024-04-20,50,13,7
SKU431,Widget B,2024-04-19,133,16,9
SKU922,Widget B,2024-04-18,132,9,8
SKU138,Widget B,2024-04-17,139,5,7
SKU648,Widget B,2024-04-16,156,19,8
SKU909,Widget B,2024-04-15,113,18,10
SKU754,Widget B,2024-04-14,82,14,10
SKU846,Widget B,2024-04-13,96,17,7
SKU216,Widget B,2024-04-12,77,14,9
SKU948,Widget B,2024-04-11,176,14,10
SKU614,Widget B,2024-04-10,81,15,5
SKU505,Widget B,2024-04-09,116,22,3
SKU375,Widget B,2024-04-08,69,18,9
SKU557,Widget B,2024-04-07,185,23,7
SKU282,Widget B,2024-04-06,62,8,8
SKU121,Widget B,2024-04-05,87,20,9
SKU681,Widget B,2024-04-04,144,10,8
SKU391,Widget B,2024-04-03,184,8,3
SKU282,Widget B,2024-04-02,78,25,7
SKU727,Widget B,2024-04-01,169,17,7
SKU899,Widget B,2024-03-31,143,5,8
SKU356,Widget B,2024-03-30,95,13,8
SKU728,Widget B,2024-03-29,175,17,4
SKU218,Widget B,2024-03-28,141,16,6
SKU581,Widget B,2024-03-27,69,8,10
SKU187,Widget B,2024-03-26,196,7,7
SKU795,Widget B,2024-03-25,115,21,7
SKU515,Widget B,2024-03-24,98,8,4
SKU914,Widget B,2024-03-23,97,6,4
SKU746,Widget B,2024-03-22,181,23,3
SKU957,Widget B,2024-03-21,111,25,5
SKU543,Widget B,2024-03-20,157,24,9
SKU440,Widget B,2024-03-19,60,9,3
SKU413,Widget B,2024-03-18,183,14,9
SKU274,Widget B,2024-03-17,67,11,6
SKU322,Widget B,2024-03-16,159,10,6
SKU537,Widget B,2024-03-15,153,19,3
SKU656,Widget B,2024-03-14,158,16,7
SKU803,Widget B,2024-03-13,56,7,7
SKU165,Widget B,2024-03-12,161,19,4
SKU861,Widget B,2024-03-11,158,8,5
SKU917,Widget B,2024-03-10,68,14,8
SKU755,Widget B,2024-03-09,171,18,7
SKU100,Widget B,2024-03-08,159,9,6
SKU779,Widget B,2024-03-07,110,9,6
SKU391,Widget B,2024-03-06,50,13,5
SKU747,Widget B,2024-03-05,157,21,10
SKU333,Widget B,2024-03-04,169,12,6
SKU524,Widget B,2024-03-03,162,8,10
SKU333,Widget B,2024-03-02,154,7,8
SKU270,Widget B,2024-03-01,103,8,5
SKU460,Widget B,2024-02-29,96,8,4
SKU275,Widget B,2024-02-28,72,25,6
SKU673,Widget B,2024-02-27,122,19,4
SKU394,Widget B,2024-02-26,67,20,5
SKU945,Widget B,2024-02-25,102,14,4
SKU739,Widget B,2024-02-24,100,23,5
SKU331,Widget B,2024-02-23,83,20,3
SKU965,Widget B,2024-02-22,200,15,4
SKU779,Widget B,2024-02-21,60,10,7
SKU477,Widget B,2024-02-20,105,23,3
SKU110,Widget B,2024-02-19,119,16,4
SKU787,Widget B,2024-02-18,113,8,9
SKU772,Widget B,2024-02-17,147,21,6
SKU654,Widget B,2024-02-16,131,12,3
SKU537,Widget B,2024-02-15,143,5,8
SKU373,Widget B,2024-02-14,151,19,6
SKU690,Widget B,2024-02-13,169,12,10
SKU453,Widget B,2024-02-12,90,5,7
SKU197,Widget B,2024-02-11,96,21,3
SKU496,Widget B,2024-02-10,104,21,7
SKU376,Widget B,2024-02-09,139,12,5
SKU111,Widget B,2024-02-08,137,24,9
SKU529,Widget B,2024-02-07,100,16,9
SKU736,Widget B,2024-02-06,105,17,4
SKU792,Widget B,2024-02-05,128,13,9
SKU637,Widget B,2024-02-04,161,19,6
SKU699,Widget B,2024-02-03,127,21,3
SKU928,Widget B,2024-02-02,59,18,4
SKU478,Widget B,2024-02-01,193,23,7
SKU292,Widget B,2024-01-31,55,11,5
SKU443,Widget B,2024-01-30,184,11,8
SKU287,Widget B,2024-01-29,196,21,3
SKU435,Widget B,2024-01-28,108,5,6
SKU690,Widget B,2024-01-27,177,15,7
SKU309,Widget B,2024-01-26,92,14,5
SKU489,Widget B,2024-01-25,176,20,3
SKU871,Widget B,2024-01-24,164,16,8
SKU954,Widget B,2024-01-23,111,9,3
SKU154,Widget C,2025-02-25,155,14,10
SKU192,Widget C,2025-02-24,133,14,3
SKU972,Widget C,2025-02-23,192,13,10
SKU766,Widget C,2025-02-22,109,15,10
SKU274,Widget C,2025-02-21,131,22,10
SKU642,Widget C,2025-02-20,110,9,10
SKU893,Widget C,2025-02-19,157,19,4
SKU142,Widget C,2025-02-18,128,13,8
SKU738,Widget C,2025-02-17,183,11,8
SKU546,Widget C,2025-02-16,154,8,8
SKU702,Widget C,2025-02-15,141,24,4
SKU515,Widget C,2025-02-14,59,10,7
SKU466,Widget C,2025-02-13,169,8,4
SKU976,Widget C,2025-02-12,176,13,7
SKU355,Widget C,2025-02-11,74,14,8
SKU932,Widget C,2025-02-10,192,23,8
SKU839,Widget C,2025-02-09,120,22,3
SKU410,Widget C,2025-02-08,75,9,8
SKU984,Widget C,2025-02-07,111,11,9
SKU831,Widget C,2025-02-06,90,9,8
SKU477,Widget C,2025-02-05,68,22,3
SKU449,Widget C,2025-02-04,169,22,9
SKU967,Widget C,2025-02-03,169,10,5
SKU218,Widget C,2025-02-02,61,17,5
SKU563,Widget C,2025-02-01,97,5,7
SKU278,Widget C,2025-01-31,68,8,4
SKU654,Widget C,2025-01-30,170,21,7
SKU941,Widget C,2025-01-29,156,11,3
SKU948,Widget C,2025-01-28,143,7,8
SKU530,Widget C,2025-01-27,179,7,10
SKU317,Widget C,2025-01-26,193,12,5
SKU755,Widget C,2025-01-25,92,22,8
SKU847,Widget C,2025-01-24,55,10,6
SKU439,Widget C,2025-01-23,87,17,10
SKU782,Widget C,2025-01-22,148,11,8
SKU709,Widget C,2025-01-21,192,7,7
SKU823,Widget C,2025-01-20,161,18,7
SKU570,Widget C,2025-01-19,132,20,6
SKU233,Widget C,2025-01-18,100,8,8
SKU568,Widget C,2025-01-17,106,19,3
SKU818,Widget C,2025-01-16,195,24,10
SKU799,Widget C,2025-01-15,85,20,3
SKU757,Widget C,2025-01-14,150,11,3
SKU444,Widget C,2025-01-13,102,7,10
SKU880,Widget C,2025-01-12,124,20,10
SKU301,Widget C,2025-01-11,86,7,8
SKU252,Widget C,2025-01-10,77,10,4
SKU245,Widget C,2025-01-09,147,22,5
SKU324,Widget C,2025-01-08,198,22,8
SKU512,Widget C,2025-01-07,196,18,9
SKU954,Widget C,2025-01-06,116,18,10
SKU651,Widget C,2025-01-05,88,17,3
SKU848,Widget C,2025-01-04,80,21,10
SKU885,Widget C,2025-01-03,84,13,3
SKU232,Widget C,2025-01-02,95,24,3
SKU915,Widget C,2025-01-01,93,16,5
SKU284,Widget C,2024-12-31,85,24,4
SKU130,Widget C,2024-12-30,111,17,6
SKU868,Widget C,2024-12-29,188,7,4
SKU752,Widget C,2024-12-28,158,15,9
SKU160,Widget C,2024-12-27,87,13,9
SKU128,Widget C,2024-12-26,80,10,10
SKU143,Widget C,2024-12-25,174,17,8
SKU385,Widget C,2024-12-24,141,20,5
SKU762,Widget C,2024-12-23,130,16,5
SKU599,Widget C,2024-12-22,92,13,7
SKU115,Widget C,2024-12-21,101,7,8
SKU768,Widget C,2024-12-20,195,15,8
SKU963,Widget C,2024-12-19,194,19,4
SKU925,Widget C,2024-12-18,183,15,5
SKU691,Widget C,2024-12-17,169,25,5
SKU940,Widget C,2024-12-16,115,23,3
SKU182,Widget C,2024-12-15,158,18,9
SKU622,Widget C,2024-12-14,195,5,5
SKU151,Widget C,2024-12-13,179,25,4
SKU226,Widget C,2024-12-12,127,16,10
SKU831,Widget C,2024-12-11,106,18,7
SKU137,Widget C,2024-12-10,184,20,9
SKU263,Widget C,2024-12-09,107,22,4
SKU576,Widget C,2024-12-08,126,13,9
SKU745,Widget C,2024-12-07,165,25,4
SKU318,Widget C,2024-12-06,151,13,10
SKU278,Widget C,2024-12-05,53,20,6
SKU907,Widget C,2024-12-04,60,5,5
SKU475,Widget C,2024-12-03,151,23,10
SKU221,Widget C,2024-12-02,145,6,9
SKU415,Widget C,2024-12-01,140,15,9
SKU544,Widget C,2024-11-30,51,15,5
SKU799,Widget C,2024-11-29,195,13,4
SKU853,Widget C,2024-11-28,155,10,10
SKU289,Widget C,2024-11-27,76,11,5
SKU275,Widget C,2024-11-26,97,17,3
SKU867,Widget C,2024-11-25,144,12,4
SKU562,Widget C,2024-11-24,123,14,6
SKU418,Widget C,2024-11-23,171,7,7
SKU515,Widget C,2024-11-22,87,22,8
SKU729,Widget C,2024-11-21,148,25,9
SKU577,Widget C,2024-11-20,163,17,8
SKU333,Widget C,2024-11-19,95,25,4
SKU508,Widget C,2024-11-18,126,15,10
SKU708,Widget C,2024-11-17,157,19,10
SKU403,Widget C,2024-11-16,101,11,7
SKU103,Widget C,2024-11-15,62,17,8
SKU883,Widget C,2024-11-14,178,24,10
SKU832,Widget C,2024-11-13,136,22,4
SKU833,Widget C,2024-11-12,192,22,9
SKU214,Widget C,2024-11-11,129,7,6
SKU323,Widget C,2024-11-10,113,22,5
SKU454,Widget C,2024-11-09,123,17,5
SKU513,Widget C,2024-11-08,129,14,10
SKU948,Widget C,2024-11-07,111,6,7
SKU401,Widget C,2024-11-06,187,20,10
SKU618,Widget C,2024-11-05,153,10,8
SKU671,Widget C,2024-11-04,120,24,9
SKU433,Widget C,2024-11-03,64,23,5
SKU198,Widget C,2024-11-02,194,6,3
SKU930,Widget C,2024-11-01,161,21,8
SKU880,Widget C,2024-10-31,123,20,4
SKU518,Widget C,2024-10-30,133,9,5
SKU678,Widget C,2024-10-29,132,13,4
SKU597,Widget C,2024-10-28,68,23,4
SKU303,Widget C,2024-10-27,110,13,9
SKU625,Widget C,2024-10-26,194,19,9
SKU249,Widget C,2024-10-25,200,20,4
SKU596,Widget C,2024-10-24,198,5,8
SKU257,Widget C,2024-10-23,198,13,7
SKU747,Widget C,2024-10-22,77,20,10
SKU582,Widget C,2024-10-21,71,7,3
SKU249,Widget C,2024-10-20,147,11,8
SKU997,Widget C,2024-10-19,158,11,8
SKU855,Widget C,2024-10-18,134,5,10
SKU641,Widget C,2024-10-17,141,20,10
SKU608,Widget C,2024-10-16,118,13,3
SKU460,Widget C,2024-10-15,199,21,9
SKU518,Widget C,2024-10-14,89,5,8
SKU555,Widget C,2024-10-13,129,23,10
SKU187,Widget C,2024-10-12,60,24,6
SKU497,Widget C,2024-10-11,180,9,9
SKU781,Widget C,2024-10-10,118,12,5
SKU230,Widget C,2024-10-09,200,6,5
SKU927,Widget C,2024-10-08,196,10,5
SKU271,Widget C,2024-10-07,177,9,3
SKU553,Widget C,2024-10-06,98,16,7
SKU129,Widget C,2024-10-05,189,20,4
SKU840,Widget C,2024-10-04,63,7,6
SKU771,Widget C,2024-10-03,121,17,5
SKU107,Widget C,2024-10-02,109,7,8
SKU637,Widget C,2024-10-01,60,25,5
SKU502,Widget C,2024-09-30,88,14,5
SKU528,Widget C,2024-09-29,110,13,6
SKU948,Widget C,2024-09-28,73,13,3
SKU937,Widget C,2024-09-27,91,22,8
SKU248,Widget C,2024-09-26,59,17,7
SKU312,Widget C,2024-09-25,74,13,6
SKU797,Widget C,2024-09-24,177,20,5
SKU224,Widget C,2024-09-23,76,13,8
SKU691,Widget C,2024-09-22,57,19,4
SKU166,Widget C,2024-09-21,171,18,10
SKU393,Widget C,2024-09-20,179,11,8
SKU182,Widget C,2024-09-19,164,12,5
SKU433,Widget C,2024-09-18,144,7,4
SKU881,Widget C,2024-09-17,94,22,4
SKU381,Widget C,2024-09-16,73,15,10
SKU398,Widget C,2024-09-15,161,8,3
SKU938,Widget C,2024-09-14,145,8,9
SKU616,Widget C,2024-09-13,117,23,6
SKU492,Widget C,2024-09-12,117,14,7
SKU485,Widget C,2024-09-11,104,25,4
SKU391,Widget C,2024-09-10,52,17,4
SKU609,Widget C,2024-09-09,181,6,10
SKU164,Widget C,2024-09-08,144,14,4
SKU470,Widget C,2024-09-07,129,24,10
SKU604,Widget C,2024-09-06,76,23,9
SKU698,Widget C,2024-09-05,150,11,3
SKU674,Widget C,2024-09-04,50,16,10
SKU981,Widget C,2024-09-03,110,20,8
SKU939,Widget C,2024-09-02,195,16,9
SKU558,Widget C,2024-09-01,192,15,6
SKU473,Widget C,2024-08-31,98,12,3
SKU225,Widget C,2024-08-30,200,5,4
SKU712,Widget C,2024-08-29,168,9,3
SKU243,Widget C,2024-08-28,98,15,5
SKU685,Widget C,2024-08-27,56,16,9
SKU256,Widget C,2024-08-26,84,17,8
SKU439,Widget C,2024-08-25,76,17,5
SKU133,Widget C,2024-08-24,122,5,4
SKU958,Widget C,2024-08-23,138,7,6
SKU802,Widget C,2024-08-22,166,9,4
SKU816,Widget C,2024-08-21,175,22,9
SKU365,Widget C,2024-08-20,175,21,7
SKU341,Widget C,2024-08-19,130,8,8
SKU343,Widget C,2024-08-18,101,12,9
SKU337,Widget C,2024-08-17,94,6,5
SKU542,Widget C,2024-08-16,192,10,10
SKU372,Widget C,2024-08-15,130,14,5
SKU618,Widget C,2024-08-14,169,8,3
SKU529,Widget C,2024-08-13,142,25,8
SKU274,Widget C,2024-08-12,63,13,3
SKU318,Widget C,2024-08-11,183,14,7
SKU743,Widget C,2024-08-10,73,16,9
SKU286,Widget C,2024-08-09,68,17,4
SKU349,Widget C,2024-08-08,193,21,4
SKU827,Widget C,2024-08-07,164,14,9
SKU548,Widget C,2024-08-06,124,12,3
SKU273,Widget C,2024-08-05,63,5,4
SKU954,Widget C,2024-08-04,152,14,4
SKU395,Widget C,2024-08-03,169,17,8
SKU973,Widget C,2024-08-02,173,21,5
SKU331,Widget C,2024-08-01,164,19,3
SKU338,Widget C,2024-07-31,53,24,8
SKU392,Widget C,2024-07-30,160,19,5
SKU333,Widget C,2024-07-29,51,19,6
SKU351,Widget C,2024-07-28,79,14,7
SKU740,Widget C,2024-07-27,143,6,8
SKU227,Widget C,2024-07-26,74,6,10
SKU951,Widget C,2024-07-25,181,12,10
SKU857,Widget C,2024-07-24,120,7,4
SKU859,Widget C,2024-07-23,149,16,8
SKU853,Widget C,2024-07-22,150,20,4
SKU101,Widget C,2024-07-21,133,24,5
SKU834,Widget C,2024-07-20,187,25,4
SKU928,Widget C,2024-07-19,153,23,6
SKU548,Widget C,2024-07-18,91,18,6
SKU244,Widget C,2024-07-17,162,16,4
SKU369,Widget C,2024-07-16,149,22,9
SKU903,Widget C,2024-07-15,145,6,6
SKU205,Widget C,2024-07-14,120,21,8
SKU626,Widget C,2024-07-13,194,11,5
SKU610,Widget C,2024-07-12,163,18,5
SKU997,Widget C,2024-07-11,177,21,9
SKU535,Widget C,2024-07-10,104,11,10
SKU404,Widget C,2024-07-09,102,12,6
SKU194,Widget C,2024-07-08,128,10,6
SKU595,Widget C,2024-07-07,66,8,5
SKU422,Widget C,2024-07-06,107,21,4
SKU122,Widget C,2024-07-05,55,20,9
SKU895,Widget C,2024-07-04,74,15,8
SKU865,Widget C,2024-07-03,149,10,6
SKU816,Widget C,2024-07-02,67,11,7
SKU435,Widget C,2024-07-01,187,11,9
SKU663,Widget C,2024-06-30,52,11,9
SKU767,Widget C,2024-06-29,179,16,4
SKU518,Widget C,2024-06-28,194,18,6
SKU341,Widget C,2024-06-27,184,11,9
SKU465,Widget C,2024-06-26,154,6,5
SKU627,Widget C,2024-06-25,135,22,5
SKU805,Widget C,2024-06-24,130,21,7
SKU959,Widget C,2024-06-23,166,24,10
SKU544,Widget C,2024-06-22,69,19,7
SKU682,Widget C,2024-06-21,73,18,5
SKU660,Widget C,2024-06-20,114,10,9
SKU539,Widget C,2024-06-19,87,10,4
SKU368,Widget C,2024-06-18,51,12,9
SKU158,Widget C,2024-06-17,117,23,3
SKU822,Widget C,2024-06-16,109,7,8
SKU882,Widget C,2024-06-15,131,12,6
SKU529,Widget C,2024-06-14,103,18,3
SKU895,Widget C,2024-06-13,76,21,10
SKU328,Widget C,2024-06-12,83,20,7
SKU579,Widget C,2024-06-11,68,5,5
SKU828,Widget C,2024-06-10,68,23,6
SKU328,Widget C,2024-06-09,193,21,8
SKU194,Widget C,2024-06-08,133,9,3
SKU193,Widget C,2024-06-07,174,14,10
SKU629,Widget C,2024-06-06,155,25,10
SKU392,Widget C,2024-06-05,151,14,6
SKU491,Widget C,2024-06-04,66,11,7
SKU322,Widget C,2024-06-03,158,10,5
SKU190,Widget C,2024-06-02,105,8,6
SKU501,Widget C,2024-06-01,142,25,8
SKU841,Widget C,2024-05-31,192,9,6
SKU483,Widget C,2024-05-30,191,19,4
SKU424,Widget C,2024-05-29,113,21,9
SKU336,Widget C,2024-05-28,95,7,4
SKU256,Widget C,2024-05-27,137,6,10
SKU338,Widget C,2024-05-26,55,17,7
SKU818,Widget C,2024-05-25,155,17,6
SKU446,Widget C,2024-05-24,61,14,4
SKU931,Widget C,2024-05-23,137,24,4
SKU447,Widget C,2024-05-22,107,25,7
SKU506,Widget C,2024-05-21,174,14,3
SKU462,Widget C,2024-05-20,61,15,7
SKU320,Widget C,2024-05-19,164,24,10
SKU974,Widget C,2024-05-18,124,11,8
SKU304,Widget C,2024-05-17,54,20,3
SKU922,Widget C,2024-05-16,169,24,6
SKU284,Widget C,2024-05-15,52,13,3
SKU261,Widget C,2024-05-14,158,21,7
SKU741,Widget C,2024-05-13,121,10,7
SKU495,Widget C,2024-05-12,115,15,9
SKU573,Widget C,2024-05-11,73,22,10
SKU633,Widget C,2024-05-10,136,9,9
SKU588,Widget C,2024-05-09,149,25,6
SKU688,Widget C,2024-05-08,103,10,5
SKU458,Widget C,2024-05-07,102,19,8
SKU121,Widget C,2024-05-06,51,10,7
SKU731,Widget C,2024-05-05,196,22,5
SKU836,Widget C,2024-05-04,187,7,5
SKU390,Widget C,2024-05-03,111,15,3
SKU257,Widget C,2024-05-02,198,25,3
SKU567,Widget C,2024-05-01,68,20,5
SKU237,Widget C,2024-04-30,127,11,9
SKU983,Widget C,2024-04-29,95,22,8
SKU386,Widget C,2024-04-28,104,23,5
SKU306,Widget C,2024-04-27,167,7,7
SKU617,Widget C,2024-04-26,118,17,7
SKU423,Widget C,2024-04-25,172,19,9
SKU313,Widget C,2024-04-24,156,15,5
SKU238,Widget C,2024-04-23,129,6,8
SKU196,Widget C,2024-04-22,132,23,7
SKU185,Widget C,2024-04-21,192,17,7
SKU600,Widget C,2024-04-20,151,22,6
SKU265,Widget C,2024-04-19,138,18,6
SKU765,Widget C,2024-04-18,142,5,5
SKU292,Widget C,2024-04-17,147,8,3
SKU364,Widget C,2024-04-16,191,22,6
SKU234,Widget C,2024-04-15,190,20,6
SKU569,Widget C,2024-04-14,53,23,10
SKU486,Widget C,2024-04-13,100,21,7
SKU712,Widget C,2024-04-12,63,25,4
SKU491,Widget C,2024-04-11,87,5,8
SKU577,Widget C,2024-04-10,154,12,6
SKU715,Widget C,2024-04-09,170,8,7
SKU969,Widget C,2024-04-08,166,12,10
SKU831,Widget C,2024-04-07,112,11,9
SKU778,Widget C,2024-04-06,64,22,3
SKU116,Widget C,2024-04-05,189,8,6
SKU370,Widget C,2024-04-04,144,22,3
SKU280,Widget C,2024-04-03,88,17,9
SKU949,Widget C,2024-04-02,94,12,9
SKU384,Widget C,2024-04-01,156,21,10
SKU369,Widget C,2024-03-31,53,19,9
SKU119,Widget C,2024-03-30,119,9,9
SKU760,Widget C,2024-03-29,51,16,5
SKU436,Widget C,2024-03-28,95,11,5
SKU831,Widget C,2024-03-27,63,10,9
SKU495,Widget C,2024-03-26,159,15,8
SKU312,Widget C,2024-03-25,50,14,7
SKU381,Widget C,2024-03-24,80,20,8
SKU306,Widget C,2024-03-23,75,24,7
SKU811,Widget C,2024-03-22,97,7,4
SKU520,Widget C,2024-03-21,87,25,6
SKU987,Widget C,2024-03-20,164,21,6
SKU350,Widget C,2024-03-19,119,7,10
SKU295,Widget C,2024-03-18,54,18,7
SKU109,Widget C,2024-03-17,162,16,9
SKU177,Widget C,2024-03-16,80,25,5
SKU578,Widget C,2024-03-15,111,25,3
SKU906,Widget C,2024-03-14,158,21,3
SKU825,Widget C,2024-03-13,190,21,6
SKU868,Widget C,2024-03-12,132,5,6
SKU531,Widget C,2024-03-11,62,24,6
SKU311,Widget C,2024-03-10,187,21,5
SKU786,Widget C,2024-03-09,149,17,9
SKU757,Widget C,2024-03-08,75,6,5
SKU313,Widget C,2024-03-07,69,12,7
SKU117,Widget C,2024-03-06,160,22,10
SKU916,Widget C,2024-03-05,118,9,5
SKU726,Widget C,2024-03-04,54,20,10
SKU961,Widget C,2024-03-03,188,21,7
SKU368,Widget C,2024-03-02,125,25,4
SKU730,Widget C,2024-03-01,162,5,4
SKU730,Widget C,2024-02-29,124,12,8
SKU648,Widget C,2024-02-28,135,18,7
SKU911,Widget C,2024-02-27,62,8,9
SKU144,Widget C,2024-02-26,69,8,9
SKU569,Widget C,2024-02-25,125,22,3
SKU538,Widget C,2024-02-24,149,10,3
SKU273,Widget C,2024-02-23,143,17,3
SKU499,Widget C,2024-02-22,170,20,6
SKU947,Widget C,2024-02-21,116,8,4
SKU379,Widget C,2024-02-20,109,17,5
SKU452,Widget C,2024-02-19,95,12,7
SKU873,Widget C,2024-02-18,144,5,3
SKU472,Widget C,2024-02-17,111,5,10
SKU410,Widget C,2024-02-16,168,6,3
SKU480,Widget C,2024-02-15,96,13,8
SKU701,Widget C,2024-02-14,100,17,10
SKU841,Widget C,2024-02-13,152,22,9
SKU533,Widget C,2024-02-12,157,5,7
SKU780,Widget C,2024-02-11,157,9,4
SKU746,Widget C,2024-02-10,77,24,8
SKU543,Widget C,2024-02-09,105,23,6
SKU185,Widget C,2024-02-08,131,7,7
SKU155,Widget C,2024-02-07,86,25,4
SKU638,Widget C,2024-02-06,76,7,4
SKU455,Widget C,2024-02-05,58,10,9
SKU596,Widget C,2024-02-04,179,15,10
SKU605,Widget C,2024-02-03,117,16,9
SKU647,Widget C,2024-02-02,122,16,6
SKU699,Widget C,2024-02-01,102,17,8
SKU351,Widget C,2024-01-31,179,8,9
SKU996,Widget C,2024-01-30,194,14,9
SKU518,Widget C,2024-01-29,162,21,5
SKU900,Widget C,2024-01-28,195,19,5
SKU711,Widget C,2024-01-27,177,10,5
SKU776,Widget C,2024-01-26,127,12,8
SKU748,Widget C,2024-01-25,85,18,7
SKU988,Widget C,2024-01-24,177,23,3
SKU891,Widget C,2024-01-23,118,9,10
SKU250,Widget D,2025-02-25,140,9,8
SKU711,Widget D,2025-02-24,122,18,8
SKU188,Widget D,2025-02-23,127,7,5
SKU690,Widget D,2025-02-22,168,5,4
SKU352,Widget D,2025-02-21,159,20,9
SKU644,Widget D,2025-02-20,79,22,7
SKU389,Widget D,2025-02-19,150,22,8
SKU686,Widget D,2025-02-18,93,14,10
SKU585,Widget D,2025-02-17,189,22,3
SKU619,Widget D,2025-02-16,200,23,6
SKU317,Widget D,2025-02-15,78,13,5
SKU942,Widget D,2025-02-14,70,22,7
SKU530,Widget D,2025-02-13,140,18,7
